"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
443,475,-0.987738524206071,-1.00273721991803,-0.400603747310091,-0.400165436635893,0.999500118732189,0.999500118732189,-0.979631563881844,-1.00077851926733,-0.400580167752713,-0.400174589763645,0.999475131229221,0.999475131229221,0,0.930263685337432,0.79875,-0.0141584433010134,0.0712524596334418,-0.00482375060302955,0.460695332782297,0.00626440892994268,0.195281125858754,0.268608941517853,0.351316402321975
179,195,0.218424112364736,0.014701492772348,0.0997443561308714,0.0992773288031241,0.0999475131229221,0.0999475131229221,0.227560474103732,0.0239529865006581,0.0997908037533315,0.0992061135704767,0.099945014435094,0.099945014435094,0,0.930268418558546,0.79875,-0.0142601353841759,0.0717300226310888,-0.0044554078569687,0.460956462152065,0.00627011900433625,0.195285957348498,0.268602226294315,0.351307619411917
490,499,-0.966131829227108,0.0587712066670684,-0.400807411283725,0.0999075476680349,0.99945014435094,0.099945014435094,-0.979412116104127,0.0607612793423378,-0.400840033794199,0.0998844990527446,0.999425158097332,0.0999425158097332,0,0.930810291665973,0.79875,-0.0148267046240377,0.0715328941451734,-0.00466718906986207,0.461088406264605,0.00627063564097416,0.195291514368397,0.268595511238658,0.351298836721431
772,763,-0.92442822543248,0.247916625655642,-0.400141488153247,0.10103379718864,0.999425158097332,0.0999425158097332,-0.922376407505091,0.242417414281301,-0.400184864732532,0.101068051184847,0.999400172468379,0.0999400172468379,0,0.920829347824593,0.8,-0.0144546138243409,0.070177002838019,-0.00187738500823536,0.46066675885482,0.00626955677480876,0.195290070614861,0.268588796350877,0.351290054250513
600,427,-0.884402456438751,-0.901472216349081,-0.399102277556442,-0.400130548810642,0.999400172468379,0.999400172468379,-0.864553882528446,-0.908090231483829,-0.399066582038828,-0.400171345196423,0.999375187464067,0.999375187464067,0,0.920715515201862,0.79875,-0.0139042842166678,0.0707061554422632,-0.00287798235239599,0.460690611008539,0.00626864148796502,0.195290777069141,0.268582081630968,0.351281271999157
201,206,0.134446835587123,0.248093385506472,0.0995891992282898,0.0997670878993318,0.0999375187464067,0.0999375187464067,0.1222844561375,0.266096905899466,0.0996559464639053,0.0997048557856126,0.0999350203084381,0.0999350203084381,0,0.910336381255648,0.8,-0.0164891501159534,0.0689817403653378,-0.000670309237012715,0.460897257273491,0.00627143450791297,0.195287102520241,0.268575367078927,0.351272489967357
444,471,-0.970270800535523,-1.02100615488011,-0.399949603029595,-0.400308969304995,0.999350203084381,0.999350203084381,-0.983532573412706,-0.998569620425254,-0.400115242662295,-0.400425826777429,0.999325219329304,0.999325219329304,0,0.909925790810969,0.7975,-0.0167967519003334,0.0698024049775372,-0.00100141069751742,0.461122557021355,0.0062740478183172,0.195291423659695,0.26856865269475,0.351263708155108
73,55,0.233848191261506,0.192290680567248,0.100198270437073,0.100248952576686,0.0999325219329304,0.0999325219329304,0.233800810706223,0.195845546634359,0.100093244252146,0.100354947858787,0.099930023619882,0.099930023619882,0,0.910232200989588,0.7975,-0.0173616511710508,0.0691691176973924,-0.000946444767634001,0.46080657638448,0.00627230471146266,0.195296216551114,0.268561938478433,0.351254926562404
76,44,0.314963489699558,-0.84763329068647,0.100145543570083,-0.399283474829453,0.099930023619882,0.99930023619882,0.305544187147752,-0.84885404159272,0.100074521893374,-0.399416251451726,0.0999275253692915,0.999275253692915,0,0.910647430190591,0.7975,-0.0180115915248127,0.0695286418566503,-0.00206736478126537,0.460879419039209,0.00626878848321314,0.195299036500265,0.268555224429971,0.35124614518924
772,794,-0.905328556922531,0.240319294581943,-0.399767563690762,0.0994068368963634,0.999275253692915,0.0999275253692915,-0.910709575659709,0.230094784379817,-0.399795271305884,0.0994294514800188,0.999250271811573,0.0999250271811573,0,0.91128195855628,0.8,-0.0190756863784839,0.0698247926405806,-0.001738094045255,0.460614674472915,0.00627330619224107,0.195301087060263,0.26854851054936,0.35123736403561
